Utterance,Intent
Giấy khen là phần thưởng cho sinh viên nào,policy
Những ấn phẩm mà sinh viên tốt nghiệp sẽ nhận được là gì,policy
Lúc tốt nghiệp học viên sẽ được khen thưởng bằng những gì,policy
Những quy định được đưa ra khi khen thưởng là gì,policy
Điều 24 quy định yếu tố gì,policy
Chương 7 quy định nội dung gì,policy
Sẽ thế nào nếu sinh viên vi phạm có liên quan đến pháp luật,policy
Hành vi vi phạm của người học có liên quan đến pháp luật sẽ khiến sinh viên vào tình trạng gì,policy
Các cá thể sẽ nhận hậu quả gì nếu các hành vi có liên quan đến pháp luật,policy
Những hình phạt bổ sung là do ai đề ra,policy
Sử dụng giấy tờ giả sẽ mang đến hậu quả gì,policy
Nếu sinh viên sử dụng hồ sơ và văn bằng giả thì sẽ nhận hậu quả gì,policy
Hành vi nào sẽ khiến sinh viên bị buộc thôi học,policy
Hành vi nào sẽ khiến sinh viên bị tước văn bằng tốt nghiệp,policy
Việc gì sẽ khiến nhà trường tước đi văn bằng tốt nghiệp của sinh viên,policy
Thời hạn buộc thôi học là bao lâu,policy
Điều gì đi đôi với việc thôi học của học viên,policy
Những hệ lụy kéo theo của việc bị buộc thôi học,policy
Hình phạt dành cho người học bị kỷ luật do dùng bằng cấp giả là gì,policy
Ai sẽ không được tham dự tuyển sinh vào trường ở bất kì bậc đào tạo nào,policy
Thời hạn xem xét kỉ luật là bao lâu,policy
Thời hạn xem xét về gian lận trong học tập là bao lâu,policy
Thời hạn xem xét về vi phạm trong kiểm tra là bao lâu,policy
Thời hạn xem xét về vi phạm trong kì thi kết thúc học phần là bao lâu,policy
Thời hạn xem xét về giả mạo trong học tập là bao lâu,policy
Nếu sinh viên cứ tái phạm các hành vi lần này qua lần khác thì sẽ gặp hình phạt gì,policy
Nếu sinh viên không khắc phục hành vi vi phạm của mình thì sẽ bị xử phạt như thế nào,policy
Ai sẽ quyết định hình thức phạt bổ sung cho sinh viên,policy
Mức phạt nặng nhất dành cho sinh viên nếu không chịu khắc phục các hành vi vi phạm của bản thân là gì,policy
Nếu sinh viên vẫn cứ vi phạm hoài một quy định thì sẽ chịu mức phạt như nào,policy
Các tài liệu phải được lưu trữ theo cách như thế nào,policy
Điều 27 chứa nội dung gì,policy
Điều 27 chứa nội dung chính gì,policy
Điều 27 thể hiện nội dung gì,policy
Điều 27 nêu lên nội dung gì,policy
Điều 27 chứa yếu tố gì,policy
Điều 27 chứa yếu tố chính gì,policy
Điều 27 thể hiện yếu tố gì,policy
Điều 27 nêu lên yếu tố gì,policy
Điều 27 chứa yếu tố chính là gì,policy
Các tài liệu phải được lưu trữ như thế nào,policy
Các tài liệu phải được lưu trữ cẩn thận như thế nào,policy
Các tài liệu phải được lưu trữ trong hoàn cảnh như thế nào,policy
Các tài liệu phải được cất giữ như thế nào,policy
Các diện nào thì được xét miễn giảm học phí,policy
Nếu đột xuất gặp khó khăn thì có được hoãn nộp không,policy
Nếu bất ngờ gia đình gặp khó khăn thì nhà trường hỗ trợ sinh viên thế nào,policy
Những diện sinh viên nào thì được xét miễn giảm,policy
Sinh viên thuộc hoàn cảnh như nào thì sẽ nằm trong diện được xét miễn giảm,policy
Sinh viên chính quy bằng 2 liệu có được xét giảm học phí hay không,policy
Các lớp dự thính có được xét giảm như chính quy không,policy
Các học kì phụ có được áp dụng miễn giảm học phí không,policy
Học kì phụ và các lớp dự thính có được xét giảm tiền học không,policy
Liệu có thể xin hỗ trợ từ nguồn ngoài trường không,policy
Nếu không may đóng dư học phí thì được hoãn như thế nào,policy
Sinh viên đóng học phí vượt quá quy định thì sẽ được hoãn như thế nào,policy
Phần dư của học phí sẽ được dùng làm gì,policy
Có thể dùng phần dư học phí đóng vào học kì sau được không,policy
Nhà trường hoàn trả học phí theo những cách nào,policy
Phần thừa của học phí có được áp dụng để đóng cho kì sau không,policy
Học phí ảnh hưởng thế nào đến thời khóa biểu,policy
Lịch học có được sắp xếp không nếu chưa nộp học phí,policy
Có thể đóng học phí chỉ 1 phần hay không,policy
"Có bắt buộc đóng hết toàn bộ học phí trong một lần hay không
",policy
Nhà trường yêu cầu đóng học phí như thế nào,policy
Học phí ảnh hưởng thế nào đến đăng kí học phần,policy
Liệu có cần phải nộp toàn bộ học phí trong 1 lần duy nhất,policy
Nhà trường có bắt buộc học phí phải được đóng trong chỉ duy nhất 1 lần,policy
Học viên có được miễn giảm học phí hay không,policy
Gian lận trong học tập sẽ nhận hình phạt như thế nào,policy
Thế nào là gian lận trong học tập,policy
Gian lận trong học tập được định nghĩa thế nào,policy
Những hành vi nào được xem như gian lận trong học tập,policy
Sinh viên sẽ bị coi là gian lận nếu có những hành vi nào,policy
Hình phạt nào dành cho sinh viên vi phạm các quy định về kiểm tra,policy
Những việc làm nào sẽ khiến cho sinh viên bị xem như gian lận,policy
Hình phạt nào sẽ được đưa ra đối với các hành vi gian lận,policy
Sinh viên nếu bị xem như gian lận theo quy định sẽ nhận được những hình phạt nào,policy
Hậu quả nào xảy đến với những cá nhân gian lận,policy
Cơ quan nào sẽ chịu trách nhiệm việc xác định gian lận,policy
Những ban nào có thẩm quyền quyết định đến việc gian lận của sinh viên,policy
Bên nào có thẩm quyền kết luận việc gian lận của những học viên,policy
Những người vi phạm quy định kiểm tra sẽ nhận hình phạt như thế nào,policy
Nếu người học vi phạm hoặc gian lận trong các hình thức đánh giá học phần khác thì trường sẽ phạt họ như thế nào,policy
Những hình thức nào sẽ được đưa ra nếu sinh viên giả mạo giấy tờ,policy
Sinh viên sử dụng bằng cấp giả sẽ nhận hình thức kỉ luật nào,policy
Nếu không thanh toán học phí đúng hạn thì sinh viên sẽ có những bất lợi gì,policy
Việc gì sẽ xảy đến với sinh viên nếu học phí không được thanh toán đúng hạn,policy
Nếu học phí chưa được thanh toán đủ thì khoản tiền đó sẽ thế nào,policy
Liệu phần học phí không được thanh toán có đưa vào sổ nợ hay không,policy
Khi không thanh toán học phí nhà trường sẽ áp dựng những hình thức kỉ luật nào cho sinh viên,policy
Điều bao nhiêu thể hiện hồ sơ học phần,policy
Chương mấy chứa nội dung báo cáo và lưu trữ học vụ,policy
Điều 26 chứa nội dung gì,policy
Chương 8 chứa nội dung gì,policy
Hồ sơ học phần bao gồm những gì,policy
Hồ sơ học phần gồm bao nhiêu phần,policy
Với dạng trắc nghiệm thì cần cung cấp gì,policy
Mục đích của hồ sơ học phần là gì,policy
Hồ sơ học phần được dùng cho việc gì,policy
Hồ sơ học phần được dùng cho những việc gì,policy
Mục đích lớn của hồ sơ học phần là gì,policy
Mục đích chính của hồ sơ học phần là gì,policy
Mục đích chủ yếu của hồ sơ học phần là gì,policy
Mục đích chính yếu của hồ sơ học phần là gì,policy
Mục đích lớn nhất của hồ sơ học phần là gì,policy
Mục đích lớn lao nhất của hồ sơ học phần là gì,policy
Mục đích được đề ra của hồ sơ học phần là gì,policy
Mục đích lớn duy nhất của hồ sơ học phần là gì,policy
Mục đích được đề cập đến của hồ sơ học phần là gì,policy
Mục đích chính xác nhất của hồ sơ học phần là gì,policy
Mục đích được đề ra của hồ sơ học phần là gì,policy
Bài thi trắc nghiệm hoặc tự luận diễn ra trong bao lâu,policy
Các khoảng thời gian thi thường thấy của một môn là bao nhiêu,policy
Khi kết thúc học phần bài kiểm tra được dùng bao nhiêu thời gian,policy
Các bài kiểm tra và thi sẽ được tổ chức trong bao lâu,policy
Thi hoặc kiểm tra sẽ được xài tối đa bao nhiêu phút,policy
Thời lượng của bài thi kết thúc học phần là bao nhiêu,policy
Thi trắc nghiệm thường sẽ kéo dài trong thời gian bao lâu,policy
Sinh viên sẽ thực hiện các bài thi trong bao lâu,policy
Thời gian cho phép với bài thi trắc nghiệm là bao nhiêu,policy
Hình thức trắc nghiệm được áp dụng cho thời hạn bao nhiêu phút,policy
Tối đa bao nhiêu phút đối với bài thi trắc nghiệm,policy
Nhà trường quy định kì thi cuối kì sẽ kéo dài bao lâu,policy
Thời hạn của bài thi không viết tay là bao nhiêu,policy
"Một bài thi thông thường sẽ kéo dài trong bao lâu
",policy
Các bài kiểm tra lớn sẽ thường kéo dài bao lâu,policy
Bài kiểm tra cuối kì thường giới hạn trong khoảng thời gian bao nhiêu,policy
Các bài thi thực hành cuối kì sẽ được dùng bao nhiêu phút,policy
Nhà trường quy định hình thức thi trắc nghiệm sẽ được thực hiện trong bao lâu,policy
"Số lượng học phần ảnh hưởng thế nào đến thời lượng thi
",policy
Tương quan giữa học phần và thời gian thi là gì,policy
Học phần quyết định thế nào đến thời gian thi,policy
Giới hạn của thời gian thi là bao nhiêu,policy
Mối liên hệ nào giữa học phần và thời lượng kiểm tra,policy
Thời lượng kiểm tra thông thường là bao lâu,policy
Một học phần thi trong bao lâu,policy
Bài thi kết thúc học phần diễn ra trong bao lâu,policy
Mất bao lâu để hoàn thành một bài thi kết thúc học phần,policy
Một phiên kiểm tra sẽ kéo dài tầm khoảng bao nhiêu phút,policy
Bài thi thường kéo dài trong khoảng mấy giờ đồng hồ,policy
vắng thi là gì,policy
Khi nào sinh viên bị cấm thi,policy
người bị cấm thi có thể nhận thêm các hình phạt nào,policy
các quy định về cấm thi được quy định như thế nào,policy
Người bị xét là vắng thi có thể nhận các hình phạt nào,policy
Nếu vắng mặt ở buổi thi với lí do chính đáng sinh viên có thể giải quyết như thế nào,policy
Để bỏ điểm I thì sinh viên cần làm nhưng gì,policy
thời hạn để thi các học phần bị điểm I trường hợp vắng mặt với lí do chính đáng ,policy
Nếu trong trường hợp môn học không có hoặc không được tổ chức thi học phần trong vòng 1 năm sinh viên sẽ được giải quyết như thế nào,policy
ngoài các phương pháp để thay thế ddiemr I trên thì còn phương pháp nào để thay thế điểm I cho sinh viên ,policy
quy định chung vể các trường hợp vắng thi cấm thi và miện thi,policy
các quy định khi bị cấm thi,policy
các quy định khi vắng thi bị hoãn thi,policy
các quy định khi bị miễn thi,policy
các quy định thi sớm hoặc muộn ,policy
Miễn thi được tiến hành và được ra quyết định như thế nào,policy
người học như thế nào thì được coi là bị cấm thi ,policy
sinh viên được coi là vắng thi khi nào,policy
"khi vắng thi sinh viên cần lưu ý những gì 
",policy
sinh viên được miễn thi là gì,policy
để được đánh giá là miễn thi sinh viên cần làm những gì,policy
sinh viên cần lưu ý những gì khi vắng mặt trong buổi đánh giá,policy
Nhà trường và bộ môn có các giải pháp gì để xử lý các trường hợp vắng mặt buổi đánh gia svoiws lí do chính đáng,policy
Ngoài các trường hợp thi lại kỳ thi tiếp theo để thay thế điểm I thì còn các nào để thay thế điểm I khi vắng thi không,policy
quy trình công nhận kết quả học tập và  chuyển đổi tín chỉ được thực hiện như thế nào,policy
quy định chung về quy đổi tín chỉ học phần,policy
công nhận kết quả học tập và chuyển đổi tín chỉ là gì,policy
khi người học muốn chuyển ngành sẽ được công nhận và chuyển đổi tín chỉ bao nhiêu lần ,policy
khi người học muốn chuyển trường sẽ được công nhận và chuyển đổi tín chỉ bao nhiêu lần ,policy
phòng ban nào ban hành các quy định công nhận và chuyển đổi tín chỉ  ,policy
để có thể được xem xét  chuyển đổi và công nhận tín chỉ thì trong quá trình học người học cần làm gì,policy
khi chuyển đổi và công nhận tín chỉ có mức hạn chế nào không,policy
hạn mức cao nhất khi chuyển đổi và công nhận tín chỉ ,policy
các cấp độ khi thực hiện quy trinh công nhận và chuyển đổi tín chỉ được các khoa thực hiện  ,policy
khối lượng tối đa được công nhận và chuyển đổi ,policy
"số lần được công nhận và chuyển đổi tín chỉ  
",policy
các quy định và quy trình công nhận và chuyển đổi tín chỉ do ai ban hành,policy
"trong quá trình học thì người học phải làm gì để được xét công nhận và chuyển đổi tín chỉ
",policy
"các trường hợp mà người học được xem xét chuyển đổi và công nhận tín chỉ  
",policy
"có bao nhiêu trường hợp người học được xem xét chuyển đổi và công nhận tín chỉ 
",policy
các trường hợp người học được xem xét công nhận và chuyển đổi tín chỉ ,policy
các hội đồng xem xét công nhận và chuyển đổi các tín chỉ dựa trên cơ sở nào ,policy
các hội đồng dựa vào cá so sánh như thê snoaf để công nhận cvaf chuyển đổi các tín chỉ ,policy
Khi xem xét dựa trên các cơ sở so sánh các khoa và hội đồng sẽ xem xét trên các cấp độ nào ,policy
"các hình thức đánhg gia học phần 
",policy
bài luận và sản phẩm là hình thức đánh giá học phần như thế nào ,policy
hình thức đánh giá bằng sản phẩm và bài luận là hình thức đánh giá như thế nào ,policy
ở hình thức đánh giá bằng bài luận và sản phẩm thì có yêu cầu bắt buộc gì  ,policy
quy định bắt buộc ở hình thức đánh giá bằng bài luận và sản phẩm ,policy
với hình thức đánh giá bằng sản phẩm và bài luận sinh viên có thể làm với số thành viên như thế nào  ,policy
ai có nhiệm vụ chấm điểm các bài luận và sản phẩm  ,policy
Khi chấm bài giảng viên có thể yêu cầu sinh viên làm gì ,policy
Khi chấm điểm choh từng nhóm khi điểm số bị lệch thì phương án giải quyết là gì ,policy
"quy định chung của hình thức đánh giá bảo vệ hội đồng 
",policy
đối với môn thực tập ngoài trường còn có thể mời những ai cùng tham gia chấm bài,policy
bảo vệ hội đồng là hình thức đánh giá như thế nào ,policy
quy định chung của hình thức đánh giá bài luận và sản phẩm ,policy
ở hình thức bảo vệ hội đồng thì số thành viên hội đồng là bao nhiêu  ,policy
một ban hội đồng chấm bài cần có bao nhiêu thành viên  ,policy
"đối với học phần như thế nào thì bắt buộc đánh giá bằng hình thức hội đồng  
",policy
các quy định về đánh giá bằng hình thức bảo vể hội đồng với các học phần tốt nghiệp được quy đinh như thế nào  ,policy
các quy định chung cho hình thức đánh giá bảo vệ hội đồng với các học phần tốt nghiệp  ,policy
hình thức đánh giá bằng bảo vệ hội đồng được sử dụng trong các trường hợp nào  ,policy
các trường hợp cần hình thức đánh giá bảo vệ hội đồng  ,policy
với các môn thực tập ngoài trường khi đánh giá kết quả cuối cần làm gì  ,policy
kết quả đánh giá của hình thức bảo vệ hội đồng được tính toán như thế nào  ,policy
phương án khác phực vấn đề lệch điểm là gì  ,policy
điểm số của hình thức bảo vệ hội đồng được làm tròn đến bao nhiêu  ,policy
điểm chữ của học phần được quy đổi sang điểm số như thế nào ,policy
B được quy đổi sang thang điểm 4 là bao nhiêu,policy
C được quy đổi sang thang điểm 4 là bao nhiêu,policy
2 trên thang điểm 4 được chuyển đổi qua thang điểm chữ là gì ,policy
A được quy đổi sang thang điểm 4 là bao nhiêu,policy
A được quy đổi sang thang điểm 4 là bao nhiêu,policy
B được quy đổi sang thang điểm 4 là bao nhiêu,policy
15 trên thang điểm 4 được chuyển đổi qua thang điểm chữ là gì ,policy
1 trên thang điểm 4 được chuyển đổi qua thang điểm chữ là gì ,policy
0 trên thang điểm 4 được chuyển đổi qua thang điểm chữ là gì ,policy
Những điểm ở các trường hợp đặc biệt được chuyển sang điểm số như thế nào,policy
Bao nhiêu điểm thì được học lực xuất sắc,policy
Bao nhiêu điểm thì được học lực giỏi,policy
Bao nhiêu điểm thì được học lực khá,policy
Bao nhiêu điểm thì được học lực trung bình ,policy
Bao nhiêu điểm thì được học lực yếu,policy
Bao nhiêu điểm thì được học lực kém,policy
học lực được xếp loại như thế nào dựa theo điểm trung bình,policy
kết quả học tập của mỗi năm học và học kỳ được đánh giá như thế nào,policy
"Người học được đánh giá dựa theo các tiêu chí nào
",policy
tín chỉ tích lũy học kì là gì,policy
tín chỉ tích lũy là gì ,policy
điểm trung bình học kỳ là gì ,policy
điểm trung bình năm học là gì,policy
điểm trung bình tích lũy là gì,policy
các hình thức đánh giá học phần ,policy
các hình thức đánh giá học phần bao gồm nhừng hình thức nào  ,policy
"học phần được đánh giá qua những hình thức nào
",policy
vấn đáp là hình thức đánh giá như thế nào ,policy
hình thức đánh giá vấn đáp là hình thức đánh giá gì  ,policy
ở hình thức đánh giá vấn đáp cần phải có tối thiểu bao nhiêu giảng viên ,policy
Cần tối thiểu bao nhiêu giảng viên tham gia vào hình thức đánh giá vấn đáp với mỗi sinh viên ,policy
Nếu điểm phần thi vấn đáp trên thang điểm số  thì điểm vấn đáp được tính như thế nào  ,policy
Nếu điểm phần thi vấn đáp được tính trên các thang điểm khác thì điểm vấn đáp được tính như thế nào   ,policy
Khi điểm vấn đáp được tính theo thang điểm khác điểm số nếu các giảng viên chấm thi không thống nhất được điểm số chung sẽ như thế nào,policy
Khi điểm vấn đáp được tính theo thang điểm khác điểm số nếu các giảng viên chấm thi không thống nhất được điểm số chung ai sẽ quyết định kết quả cuối cùng ,policy
Khi điểm vấn đáp được tính theo thang điểm khác điểm số nếu các giảng viên chấm thi không thống nhất được điểm số thì các giảng viên sẽ có cách  giải quyết như thế nào,policy
Khi điểm vấn đáp được tính theo thang điểm số nếu các giảng viên chấm thi có số điểm chênh lệch quá 2  sẽ như thế nào,policy
Khi điểm vấn đáp được tính theo thang điểm số nếu các giảng viên chấm thi có số điểm chênh lệch quá 2  sẽ đươc giải quyết như thế nào,policy
quy trình đánh giá học sinh bằng hình thức vấn đáp ,policy
trong hình thức vấn đáp trước khi lên trình bày người học có bao nhiêu thời gian để chuẩn bị ,policy
trước khi lên trình bày trong phần thi vấn đáp người học có tối thiểu bao nhiêu thời gian chuẩn bị ,policy
với phần thi vấn đáp thời gian nhận kết quả là khi nào,policy
kết quả phần thi vấn đáp được công bố với thời gian nào ,policy
các câu hỏi được đưa ra trong thi vấn đáp sẽ được đánh giá ở mức độ như thế nào,policy
các câu hỏi được đưa ra trong thi vấn đáp được quy định ở mức độ và chuẩn như thế nào ,policy
Ngoài các câu hỏi được chuẩn bị trước giảng viên có thể hỏi các câu hỏi khác được không ,policy
với điểm phần thi đánh giá được chấm trên các thang điểm khác với điểm số sẽ được chấm như thế nào  ,policy
một bài đánh giá có bao nhiêu hình thức đánhg giá ,policy
các hình thức đánh giá bao gồm những hình thức nào ,policy
"Các quy định chung về học lại thi và học cải thiện điểm
",policy
khi học lại điểm sẽ được tính vào học phần như thế nào,policy
sinh viên cần có học phần như thế nào sẽ được học cải thiện,policy
cách tính điểm khi học cải thiện,policy
Khi được cho phép đánh giá lại một điểm học phần người học có thế đánh giá lại những điểm nào,policy
Khi được cho phép đánh giá lại một điểm học phần người học không thể đánh giá lại những điểm nào,policy
khi được đánh giá lại số điểm sẽ như nào,policy
mức mà số điểm khi người học được phép đánh giá lại sẽ như thế nào,policy
Phương pháp tính điểm khi học cải thiện,policy
quy định về học cải thiện,policy
các quy định và quy trình khi cho phép người học đánh giá lại điểm học phần được phòng ban nào quy định và ban hành ,policy
phòng ban nào quy định và ban hành các quy đinh và quy trình về đánh giá lại điểm học phần,policy
khi nào người học được phép đánh giá lại điểm học phần,policy
người nào hoặc phòng ban nào đucợ phép đánh giá người học có thể đánh giá lại điểm học phần ,policy
các điểm được cho người học đánh giá được giưới hạn tới đâu,policy
các điểm được người học đánh giá được quy định như thế nào,policy
điểm học phần nào người học được cho phép tự đánh giá,policy
với sinh viên như thế nào sẽ được học cải thiện,policy
ai có thể đề xuất cho sinh viên được tự đánh giá điểm học phần,policy
phòng ban nào có thẩm quyền quyết định các đề cuất cho người học tự đánh giá điểm học phần  ,policy
phòng ban nào nào giải quyết các đề xuất cho sinh viên tự đánh giá điểm học phần,policy
phòng ban nào có thẩm quyền ban hành và quy đinh liên quan đến trường hợp cho phép sinh viên tự đánh giá điểm học phần,policy
loại điểm nào sinh viên có thể tự đánh giá khi được cho phép,policy
điểm như thế nào sẽ được tính trong các học phần được học cải thiện  ,policy
"với bất kỳ môn học nào cần đảm bảo những gì khi đánh giá môn học 
",policy
với bất kỳ phương pháp đánh giá môn học cần có những gì để dướng dẫn chấm bài  ,policy
với mỗi học phần khi đánh giá cần đảm bảo những gì  ,policy
khi đánh giá học phần cần đảm bảo những gì,policy
công bằng và minh bạch trong đánh giá học tập ,policy
việc đánh giá học phần ko những cần đánh giá môn học mà cần đánh gì những gì  ,policy
khi đánh giá học phần cần đảm bảo những gì với người học  ,policy
có quy định hướng dẫn bắt buộc gì ở các phương thức đánh giá học phần ,policy
quy định hướng dẫn bắt buộc cần có ở mỗi phương pháp đánh giá ,policy
quy định bát buộc khi đánh giá học phần tỏng mỗi học kỳ  ,policy
quy định bắt buộc khi đánh giá mỗi học phần trong một học kỳ,policy
khi đánh giá học phần cần đảm bảo những gì giữa những người học  ,policy
với mỗi đánh giá dùng trong 1 học phần cần phỉa có hướng dẫn gì ,policy
Điểm X là điểm gì,policy
Điểm I là điểm gì,policy
Điểm W là điểm gì,policy
Điểm R là điểm gì,policy
Làm sao để đánh giá sinh viên sau mỗi học phần ,policy
Trong trường các học phần có số tín chỉ nhỏ hơn 2 thì sẽ được đánh giá như thế nào,policy
Điểm học phần được tính như thế nào,policy
A quy đổi qua thang điểm 10 được bao nhiêu,policy
A quy đổi qua thang điểm 10 được bao nhiêu,policy
B quy đổi qua thang điểm 10 được bao nhiêu,policy
B quy đổi qua thang điểm 10 được bao nhiêu,policy
C quy đổi qua thang điểm 10 được bao nhiêu,policy
C quy đổi qua thang điểm 10 được bao nhiêu,policy
Bao nhiêu điểm từ thang điểm 10 thì được quy đổi thành D bên thang điểm chữ,policy
Bao nhiêu điểm từ thang điểm 10 thì được quy đổi thành D bên thang điểm chữ,policy
Bao nhiêu điểm từ thang điểm 10 thì được quy đổi thành P bên thang điểm chữ,policy
Bao nhiêu điểm từ thang điểm 10 thì được quy đổi thành F bên thang điểm chữ,policy
Điểm chữ được chia như thế nào,policy
Với học phần bao nhiêu điểm được tính là không đạt,policy
"Điểm P có được tính là đạt không
",policy
Điểm P có được tính vào điểm trung bình học tập ko,policy
Công tác đánh giá và tính điểm học phần như thế nào,policy
Ngoài các điểm đạt hoặc không đạt thì còn các điểm chữ khác hay không ,policy
"Với các học phần như thế nào sẽ chỉ được đánh giá bằng 1 điểm thành phần
",policy
Các quy đinh về phương pháp hình thức đánh giá được quy định ở đâu,policy
Các điểm thành phần được đánh giá trên thang điểm nào,policy
Khoa Kỹ thuật hóa học sẽ đảm nhiệm việc mở học phần nào,policy
Các học phần nào sẽ được quản lí bởi Văn phòng đào tạo quốc tế,policy
Học phần về Vật Lý sẽ do khoa nào đảm nhiệm,policy
Thông tin về việc phân công giảng dạy,policy
Môn Lý sẽ được đảm nhiệm bởi Khoa nào,policy
Thông tin chung của trường về việc phân công giảng dạy,policy
Việc mở học phần Môn Lý luận chính trị được khoa nào đảm nhiệm,policy
Phòng đào tạo sau đại học sẽ quản lí các học phần nào,policy
Về việc phân công quản lí các học phần,policy
Các học phần về Pháp luật Việt Nam do Khoa nào đảm nhiệm,policy
Các học phần nào sẽ được phòng đào tạo sau đại học quản lí,policy
Mình muốn hỏi thông tin quản lý học phần,policy
Ai là người quản lý các học phần khi mở học phần,policy
Các học phần về Hóa sẽ được đảm nhiệm bởi ai,policy
Các học phần được mở ra sẽ do ai quản lí,policy
Các Học phần thuộc khối kiến thức Hóa học đại cương được  đảm nhiệm bởi khoa nào,policy
Người chịu trách nhiệm cho việc mở các học phần,policy
Khoa quản lý công nghiệp sẽ đảm nhiệm việc mở các học phần nào,policy
Các học phần Thể chất sẽ do ai đảm nhiệm,policy
Các khoa sẽ làm gì khi mở các học phần ,policy
Phòng đào tạo sẽ đảm nhiệm việc mở các học phần nào,policy
Các khoa sẽ làm gì khi mở học phần mới,policy
Trách nhiệm của các Khoa khi mở học phần mới,policy
Trung tâm ngoại ngữ của trường sẽ đảm nhiệm việc mở các học phần nào,policy
Ai sẽ quản lí các học phần về Pháp văn,policy
Khoa khoa học ứng dụng quản lí học phần nào,policy
Văn phòng PFIEV quản lí các loại học phần nào,policy
Các học phần Anh văn do ai đảm nhận,policy
Học phần nào được quản lí bởi khoa khoa học ứng dụng,policy
Học phần về Toán do khoa nào chịu trách nhiệm,policy
Văn phòng đào tạo quốc tế sẽ quản lí các học phần nào,policy
Các học phần khởi nghiệp do khoa nào quản lí,policy
Khoa nào sẽ đảm nhiệm việc mở học phần môn toán,policy
Các tiêu chí xếp giáo viên,policy
Xếp giáo viên cho các học phần thì dựa vào tiêu chí nào,policy
Việc phân công giáo viên sẽ diễn ra vào lúc nào,policy
Thông tin về việc phân công giảng dạy ở Trường,policy
Quy định chung về phân công giáo viên cho các học phần,policy
Các giáo viên được phân công sẽ phải làm gì,policy
Thông tin về mời hỗ trợ giảng dạy,policy
Mình muốn hỏi về các phân công giảng dạy ở trường ,policy
Ở các lớp đặt biệt thì quy định phân công có khác không,policy
Quy cách phân công giảng dạy ở trường mình như thế nào,policy
Quy định phân công giảng dạy ở các lớp đặt biệt,policy
Mình xin thông tin về cách phân công giảng dạy ở trường,policy
Cần làm gì khi muốn mời giáo viên bên ngoài trường dạy,policy
Thông tin về việc phân công giảng dạy ở trường,policy
Một lớp học phần sẽ có bao nhiêu giáo viên,policy
Cần bao nhiêu giáo viên cho 1 lớp học phần,policy
Các học phần do Khoa phụ trách sẽ được phân công giảng dạy như thế nào,policy
Cần làm gì ở các hoạt động giảng dạy,policy
Cách sắp xếp giáo viên trong mỗi học phần,policy
giáo viên giảng dạy sẽ được phân công như thế nào,policy
Quy định về phân công giáo viên giảng dạy,policy
Xếp giáo viên giảng dạy có theo tiêu chí nào không,policy
Các quy định của trường về việc đánh giá học phần,policy
Các điểm thành phần có được thông báo đến sinh viên không,policy
Việc giảng dạy của trường có được công khai không,policy
Kêt quả tổng kết của học phần có được thông tin đến sinh viên không,policy
Thông tinveef kết quả cuối học phần của sinh viên,policy
Đề cương học phần có được công khai không,policy
Sinh viên có nhận được điểm thành phần không,policy
Thời điểm kết quả cuối học phần được công bố,policy
Tính công khai của đề cương học phần,policy
Sinh viên có được thông tin  về điểm cuối kì không,policy
Thông tin về kết quả cuối kì,policy
Thông tin về việc giản dạy các học phần có nhiều lớp trong học kỳ,policy
Thông tin về việc đánh giá học phần,policy
Tính công khai của các học phần thực tập,policy
Tính công khai của các học phần thí nghiệm,policy
Quy định chung về việc giảng dạy nhiều lớp,policy
Việc làm của Khoa đối với đề cương học phần,policy
Sinh viên có được đánh giá học phần sau khi học phần kết thúc không,policy
Kết quả học tập có được công khai không,policy
Thông tin về công tác giảng dạy nhiều lớp của giáo viên,policy
Quyền lợi của sinh viên khi kết thúc học phần,policy
Các điểm thành phần có được công khai không,policy
Tính công khai của kết quả học tập,policy
Quy định chung về việc giảng dạy nhiều lớp trong 1 học phần,policy
Các nền tảng giảng dạy trực tuyến,policy
Các loại thông tin nào thì sẽ được đăng lên công cụ trực tuyến của trường,policy
Với sự khác nhau giữa giáo viên thí nghiệm và giáo viên lý thuyết thì có gì đảm bảo kiến thức học được không,policy
Đề cương học phần có được đăng trên trang BKel không,policy
"Ở trang BKEL có đề cương của học phần hay không
",policy
Các bài tập và tài liệu thí nghiệm sẽ được tìm ở đâu,policy
Thời gian đăng đề cương của học phần là khi nào,policy
Làm sao để tìm thông tin về tài liệu thí nghiệm,policy
Slide bài giảng sẽ có thể tìm ở đâu,policy
Tôi cần tìm slide bài giảng ở đâu,policy
Slide bài giảng của trường sẽ được đăng ở đâu,policy
Các bài kiểm tra có được đăng ở trên bkel hay không,policy
Thông tin về bài kiểm tra và đáp án sẽ có thể tìm ở đâu,policy
"Tôi có thể tìm thông tin về đề kiểm tra cũ ở đâu
",policy
Đề thi của học kì này có được đăng ở bkel không,policy
Quy định về sử dụng công cụ giảng dạy trực tuyến,policy
Thông tin về đề thi kì này có thể tìm thấy ở đâu,policy
Tôi muốn thông tin về công cụ giảng dạy của trường,policy
Các kết quả của học kì sẽ được thông báo ở đâu,policy
Công cụ giảng dạy của trường là gì,policy
Thông tin về kết quả thi bài tập  kiểm tra,policy
trường có công cụ giảng dạy trực tuyến không,policy
Muốn tìm kết quả thi thì tìm ở đâu,policy
Ai sẽ là người cung cấp thông tin lên công cụ,policy
